,CIVIL,TARs
495,20141012,"PM J23318+1956, PM J04559+0440W, HD  41076, *  70 Oph B, HD  35656, PM J02555+2652, HD 210501, PM J04290+2155, * omi02 Eri C, PM J23555+0041, * c Aql, HD  17933, HD   1160, PM J05289+1231, PM J04429+1857, LSPM J2335+3100, PM J05365+1119, PM J22467+1210, PM J05003+2507, PM J17364+6820, PM J20112+1611, PM J19169+0510, * kap And, * k Tau, PM J23318+1956E, HD  29573"
496,20170128,"2MASS J14192958+0254365, 2MASS J06073185+4712266, 2MASS J08294949+2646348, V* GV Tau, BD+02  1729, HD  26257, V* V1309 Tau, HR 4041, V* V827 Tau, 2MASS J13093495+2859065, HD  21038, HD  21379, b Vir, L 1551-51, V* V1171 Tau, HD  29526, V* V1023 Tau, 2MASS J12265737+2700536, 2MASS J12090660+4736053, V* BW Ari, V* V830 Tau, V* CI Tau, HD  19600, V* V1065 Tau, HD  26736, 2MASS J11483548+0741403, HD 53205, Haro 6-28"
497,20210311,"HD  95534, 2MASS J18312948-3218337, HD 169257, 2MASS J18312569-3220362, NAME Luhman 16B, 2MASS J18312172-3221030, NAME Luhman 16A"
498,20160430,"* mu. Ser, BD-07  4003, V* V Cnc, L  901-10, *  85 Gem, V* CW UMa, V* V866 Sco, BD-10  3156, HD  89239, HD  93346, HD 145127, * q Vir, * iot Vir, V* FM Hya, HD  83104, HD 120832, IRAS 21352+4307, *  72 Leo, BD+20  2465, HD 144432, *  81 UMa, HD 105388, HD 119667, HD  96951, HD 151736, HD 205314, V* HL UMa, HD 110184, V* S UMa, V* V2131 Oph"
499,20210128,"* mu.02 Cru, SZ 118, HD 127750, HD 115529, HD 105379, WRAY 15-1443, TWA 36, IRAS 16051-3820, THA 15-20, HD 146799, HD 126587, HD 127879, HD 145127"
500,20210413,"[DBG2011] 4, HD 107947, TOI-1227, UCAC3 116-474938, HD 177120, HD 170115, HD 166970, HD 191407"
501,20160610,"*  24 Oph, EM* StHA  169, Haro 1-1, EM* AS  209, HD 184293, HD 148968, HD 205314"
502,20171110,"2MASS J04560354+4313556, 2MASS J04333393+2044461, 2MASS J05041476+1103238, 2MASS J07454039+4931488, HR 1683, 2MASS J02032864+2134168, 2MASS J07522390+1612157, 2MASS J08012112+5624042, G 253-34, HR 945, HR 1482, 2MASS J05595569+5834155"
503,20150926,"[MDM2001] CFHT-BD-Tau 18A, TYC  614-313-1, RX J0143.7-0602, *  18 Sco, 2MASS J21310171+2320074, [BLH2002] KPNO-Tau 14, V* V2579 Ori, HD   7215, *  29 Vul, 2MASS J23591986+321244, HD 189733, * k Tau, V* ET And, HD  34317, V* YY Ori, HD  45137, 2MASS J00275592+2219328"
504,20171204,"HR 8844, HR 1234, HD 283641, HR 1137, V* V1201 Tau, HR 1558, HD 283869, 2MASS J04220496+1934483, HD 213013A, HR 8422, 2MASS J18582108+4901359"
505,20210525,"BD-13 4194, 2MASS J18011345+0948379, HD 202494, 2MASS J21200779-1645475, 2MASS J20083784-2545256, HD 185533, HD 142705, 2MASS J21103096-2710513"
506,20210511,"HIP 113238, HD  91398, HIP 51297, HD 185533, HIP 96085"
507,20141123,"BD+02  1729, DK Tau A, DH Tau A, RX J0529.3+1210, HD 216899, LP  731-58, HD  52919, *  30 Mon, V* BR Psc, V* XZ Tau, V* HL Tau, HD  25175, HD 210501, V* CI Tau, *  18 Ori, HD  45137, V* DS Tau"
508,20170314,"HD  50931, PM J14041+2044, [EC92] 53, HD  89239, HD  79108, HD 145127, *  10 Boo, HD 182761, HD  71906, BD+44  2051B, *  81 UMa, IRAS 03301+3111, HD  73687, HD 127304, SS 433, IRAS 07299-1651, 2MASS J16171898-2437186, G  51-15, HD  25152, BD+20  1790, *  33 LMi, LP  172-68, *  61 Oph B, PM J15291+5724"
509,20141013,"HD  36058, HD  45105, PM J03047+6144, PM J06171+0507, HD   4271B, HD  37887, 2MASS J18291097+1141437, * psi03 Aqr, LP  659-4, *  55 Dra, PM J02441+4913W, HD  23594, PM J19321-1119, *  65 Sgr, LSPM J0355+5214, PM J22565+1633, HD 208108, HD 177725, * pi.01 Ori, HD   1160, *  79 Cyg, LSPM J2206+4322W, PM J03321+4340W, PM J05415+5329, PM J17364+6820, PM J05314-0340, PM J22021+0124, * c And, PM J22532-1415"
510,20160529,"*  81 UMa, HD 168073, 2MASS J17502484-0016151, WISEA J151459.85+484756.7, *   9 Dra"
511,20181019,"V* GI Tau, BD+02  1729, EM* LkCa   15, Cl* Melotte 22 PELS 163, V* IQ Tau, BD-05  5432, V* V827 Tau, V* V1023 Tau, V* V1069 Tau, V* GM Tau, V* AA Tau, HD 53205, * k Tau, V* V830 Tau, V* CI Tau, Haro 6-28, L 1551-51, V* DM Tau"
512,20150804,"HD 219485, GSS 35, V* V866 Sco, RIK 28, *  51 Dra, Wolf 1130, DoAr 24, RIK 210, HD 145127, HD 144925, V* DS Tau"
513,20170912,"BD+23   551, 2MASS J03444398+2413523, BD+02  1729, HD  26257, k Tau, HD 282972, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, HD 63714, V* V1023 Tau, HD  25175, V* BW Ari, HR 945, V* CI Tau, HD 282971, V* V1312 Tau, L 1551-51"
514,20171120,"HD  23258, Haro 6-33, V* V830 Tau, V* V827 Tau, V* HO Tau, V* V1023 Tau, IRAS 04370+2559, RAFGL 5123, * k Tau, V* DK Tau, L 1551-51"
515,20141017,"HD 192538, Wolf 1130"
516,20210421,"2MASS J18311429-3223013, HD 147009, HIP 113238, HD 169257, ROX 27, UCAC3 116-474938, CD-46  9495, HD 190285, HD 129791, HD 217379, HD 218350"
517,20160703,"*  61 Cyg B, BD+47  2936, VSSG  31, HD 155379, HD 195549, [GY92] 224, [EC92] 125, HD 209932, LP  745-70, HD 358623, V* AU Mic"
518,20160718,"HD 171130, HD 218639, HD 167837, HD 145188, BD-15  6290, K2-33, HD 205314"
519,20181112,"[MGM2012] 832, [MGM2012] 848, [MGM2012] 887, HD 22401, V* VY Mon, HR 598, [MGM2012] 971, HR 2584, EM* MWC  137, [MGM2012] 626, 19 Cam, HD 259431"
520,20210510,"HD 147009, HD 149070, HD 175104, HDM 13, THA 20-1, CD-27 11535, HD 313643, HD 177011, V* BS Ind, V* V4732 Sgr, HIP 83541, HD 169961, K2-33, HD 217379"
521,20151104,"EM* AS  353, V* AZ Psc, DH Tau A, HD  45105, * gam Aqr, HD  41076, V* YY Ori, HBC 292A, V* V403 Aur, [BCG93] 14, V* V1765 Cyg, HD 182761, SSTtau 042515.5+282927, HBC 292B, HD  33654, V* V1283 Tau, V* BD Cet, HD  25175, V* V830 Tau, V* DS Tau, *  24 Tau, * k Tau"
522,20161106,"HD  23258, HD  37887, SSSPM J0829-1309, V* HL Tau, V* V1224 Tau, HD  25175, HD  73687, V* V2359 Ori"
523,20170313,"HD  50931, HD 124683, *  85 Gem, [EC92] 53, * b Vir, HD 145127, HBC 650, HD 120832, V* TW Hya, HD  71906, BD+44  2051B, HD 119667, HD 119752, HD 107655, * rho01 Cnc, 2MASS J16171898-2437186, V* V1150 Sco, HD  25152, *  33 LMi, *  18 Ori, *  61 Oph B"
524,20190209,"V* GI Tau, BD+02  1729, HR 123, EM* LkCa   15, V* IQ Tau, V* V830 Tau, V* V827 Tau, V* V1069 Tau, HD  25152, V* AA Tau, V* GM Tau, V* CI Tau, V* DK Tau, HD  25175, * k Tau, HD 65158, L 1551-51, V* DM Tau"
525,20201217,"CPD-57  1131, HD  67015, PM J02179+1225, UCAC4 372-043965, HD  62091, HD  21379, 2MASS J06095392-0606254, HD  40712"
526,20210210,"HD  36381, HD 135750, HD  52493, UCAC2   7201471, HD  98195, IRAS 15066-5532, 2MASS J10430394-4605354, HD  97848, 2MASS J11042542-7318068, HD  49855, TYC 8534-1243-1, HD  97654, HD  72337, L   98-59, HD  93494"
527,20210307,"HD 182649, 2MASS J19082195-1603249"
528,20171018,"BD+02  1729, GSC 01270-00355, HD  23258, V* ZZ Tau, HD  26257, HD  31411, L 1551-51, HBC 392, V* V1309 Tau, HD  26736, V* GH Tau, V* V827 Tau, V* V1023 Tau, HD  25152, V* BW Ari, V* V830 Tau, * k Tau, V* DK Tau"
529,20141120,"HD  56525, HD 174567, V* V2493 Cyg, EM* LkHA  190, V* V827 Tau, * kap Leo, V* V1023 Tau, V* V1735 Cyg, HD 199099, * d Dra, *  29 Vul, HD  25175, GG Tau, EM* AS  373, HD  24368, * alf Lyr, HD 199217"
530,20170906,"HD  26257, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, HD  31069, V* V1023 Tau, HR 8816, V* BW Ari, V* CI Tau, * k Tau, GJ 876, HD  25175, HD  19600, L 1551-51, V* GM Aur"
531,20190119,"IRAS 05329-0505, IRAS 05375-0727, HD  31411, V* FU Ori, V* V830 Tau, HD  29526, HD  21379, HD  25152, V* V1647 Ori, V* HQ Tau, HD  21513, * k Tau, V* HL Tau, V* V2441 Ori, L 1551-51"
532,20190409,"IRAS 16285-2355, V* V866 Sco, 7 Ser, HD 145127, HD 144925"
533,20171111,"HD 283447, V* V836 Tau, 2MASS J04302527+3951000, V* DK Tau, 2MASS J06481555+0326243, HR 2133, V* V1095 Tau, V* DD Tau, V* BP Tau, Haro 6-37, HD  26257, V* V1309 Tau, V* V827 Tau, HD  21038, 2MASS J04201254+8454062, 2MASS J04490464+5138412, V* CZ Tau, L 1551-51, 2MASS J04560354+4313556, 2MASS J08212804+5220587, HR 1792, HD  29526, 2MASS J03251116+1300334, V* V1023 Tau, HD  25175, V* V830 Tau, V* BW Ari, V* CI Tau, 2MASS J10252645+0512391, HD  26512, 2MASS J03571999+4107426, 2MASS J05030563+2122362, HR 2315, HD  26736, EM* LkCa    4, V* FM Tau, GG Tau A (Aa + Ab), V* V1096 Tau, V* FQ Tau"
534,20170416,"HD  50931, NGC  5506, QSO B1725-142, HD  71906, V* V960 Mon, NGC  4151, [WMW2007] 83, [WMW2007] 27, Mrk   79, V* AA Tau, HD  34317, HD  45137, *  61 Oph B, V* V883 Ori, HD 107655, HD  53205"
535,20150128,"[GMM2009] NGC 1333 27, [GMM2009] NGC 1333 17, FBS 1221-069, * q Vir, V* TW Hya, 2MASS J03284355+3117364, NAME LDN 1489 IRS, HD  92845, SV* SVS 1418, HD  20995, [GMM2009] GGD 4 4, [D75] 42 , * k Tau, [GMM2009] Serpens 2"
536,20151001,"HD  23258, DH Tau A, 2MASS J01034011+4051293, HD 172728, 2MASS J01071194-1935360, V* V1283 Tau, * omi Dra, 2MASSW J2224438-015852, * gam Aqr, 1RXS J182549.2+040925, [SS94] V410 X-ray 3a, HD  13936, * k Tau, V* V830 Tau, V* DS Tau"
537,20160421,"K2-101, HD  60275, 2MASS J08312987+2024374, HD  71906, K2-103, *  85 Gem, K2-102, K2-100"
538,20180531,"GSS 30, HD 208108, HIP 113238, HD 206766, StKM 1-1950, Ross  265, HD 218639, HD 145127, LP  497-33, StKM 2-1439, V* EZ Aqr, HD 217379, *   7 Ser, WSB 24, Wolf  933"
539,20210223,"G 162-44, HD  88766"
540,20201121,"HD  15646, TIC 78450017, HD  54601, SCR J2142-6412, HD  38868, RAFGL 5163, 2MASS J06061342-0337082"
541,20170213,"V* CK Cnc, HD  31411, HD  97371, *  85 Gem, HD 125141, *  33 LMi, BD+20  1790, HD  97334, Cl* NGC 188 DGV 665, HD 184195"
542,20150925,"HD  23258, DH Tau A, 2MASS J05015880+095890, V* V1283 Tau, *  18 Sco, PM J23221-0301, V* V830 Tau, 2MASS J05335457-0514155, LDN 1157, 2MASS J04593483+0147007, HD 209932, BD-03 5579, HD 207636, * k Tau, 2MASS J04373730-0229280, HD  34317, V* DS Tau"
543,20200209,"[GY92]  21, 2MASS J05012406-0010452, Luhman 16, HD  89213, HD  56341, HD 147384, HD  98022, NGC  3132, 2MASS J06502136-2127458, HD  36811"
544,20201213,"NAME BD-07 436Ab, HD  21513"
545,20160427,"HD 145457, *  25 Com, HD 171872, * b Vir, HD 107484, HD 103915, TYC 3125-2310-1, HD 108471, HD 120048, HD 112127, HD 167304, HD 127740, HD 138525, HD 155646, HD 105388, BD+34  2294, HD 112859, HD 109615, * 113 Her, *  23 CVn, *   9 Boo, HD 131951, BD+22 2896, TYC 3105-152-1, *  61 Oph B, TYC  347-762-1, * gam CrB"
546,20150523,"HD 130948, WDS J12560-1257A, HD 163441, HD 112304, HD 145188, * tau08 Ser, NTTS 155808-2219"
547,20190104,"*  41 Com, NGC 2506 1112, 2MASS J04322210+1827426, 2MASS J04322415+2251083, 85 Gem, HR 4705, [BLH2002] KPNO-Tau 10, HD  76037B, NGC 2506 4240, 2MASS J12351726+1318054AB, LSPM J1237+3549, PM J13121+3213, HD 119850, * k Tau, 2MASS J04230607+2801194, NGC 2506 MMU 7048, NGC 2506 1325, HD 73687, 2MASS J04284263+2714039, BD+11  2576"
548,20201219,"2MASS J06154052-0622288, HD  40624"
549,20210515,"OGLE BLG654.20  36111, CD-27 11535, HD 159312, 2MASS J17095668-2523552, HD 164108, HD 220455, 2XMM J174445.4-295046, HD 217379, HD 154921"
550,20151202,"Cl* NGC 752 MMU 27, *  59 And A, Cl* NGC 752 MMU 77, RAFGL 989, V* KK And, * s Tau, IRAS 0437+257P08, *  18 Ori, * chi Tau, Cl* NGC 752 MMU 24, V* V892 Tau"
551,20150408,"FBS 1345+796, BD-07  3648, Ross  867, HD  71906, HD  45105, V* CM Dra, HD 134013, * q Her, HD 143187, HD  65583, Ross  868, *  39 UMa, UScoCTIO   5, ASAS J160929-1537.5, 2MASS J08255189+2427045, PM J16581+2544, HD 165029"
552,20151229,"V* DL Tau, HD  32147, HD  31648, V* CQ Tau, * pi.01 Ori, HD  83603, V* AA Tau, V* DQ Tau, * k Tau, ** CHN    3A, HD  89239, HD  11946, 2MASS J01031971+6221557, V* DN Tau, HD  94967"
553,20160523,"Wa Oph 1, MSX6C G073.6952-00.9996, HD 144925, HD 102288, HD 108481, HD 117261, *  86 UMa, NTTS 162814-2427, EM* SR 21, *   9 Cyg, HD 111591, HD 182649, CD-33  7795, HD 145127, CD-36  7429A, CD-36  7429B"
554,20151106,"DH Tau A, HD  34317, V* YY Ori, CoKu FG Aql G2, BD+02  1729, *   7 Tri, *  55 Dra, V* FR Tau, V* XX Tri, V* V1283 Tau, * omi Dra, HD  25175, V* V830 Tau, HD  19600, V* DS Tau, V* V2149 Ori, HD 224085, HD  60275, HD 203893, *  42 Cap, 2MASS J05335457-0514155, * kap And, * k Tau"
555,SDCH,"2MASS J10163470+2751497, HD  56525, V* V365 Mon, HR  2584, 33 LMi, HR  4041, HR 1558, 2MASS J10193634+1952122, V* Z CMa, 2MASS J08294949+2646348, 2MASS J19013631-0011239, V* V591 Mon"
556,20170502,"HD  71906, *  10 Boo, G  51-15, *  50 Lib, VSSG  24, WLY 2-42, *  85 Gem, LP   35-347, HD 145127, LP  271-25, VSSG  22, BD+20  1790, VSSG   8, WSB 67, VSS II-41, HD 152071, PM J08143+6304"
557,20200201,"HD 113457, HD  99062, BHR  71, 2MASS J08325907+1718235, 2MASS J08312987+2024374, HD 107411, *  85 Gem, * eta Mus, TIC 269408869, V* V1177 Cen, HD 110737, TIC 162585282, HD  71043, * z Cen, UCAC4 530-048345"
558,20150703,"* d Sco, WL 16, V* V935 Sco"
559,20170923,"KOI-6893, HD 180681, 2MASS J03360868+3118398, 2MASS J03304890+5413551, 2MASS J00243478+3002295, 2MASS J01031971+6221557, 2MASS J22502051+5136265, 2MASS J23050871+4517318, 1SWASP J230808.34+333803.9, 2MASS J02221455+4542011, HD 223386, KOI-1120, HD  71906, 2MASS J01584517+4049445, 2MASS J19084247+4131592, 2MASS J00304867+7742338, [DCO2008] T-Lyr0-08070, 2MASS J03205965+1854233, HD 219290, HD 290380, 2MASS J02204625+0258375, GSC 03798-01207, HD   7215"
560,20150104,"HD 286554, HD  97037, StKM 1-512, HD  98649, HD  99459, * p05 Leo, HD  42618, HD 101364, Cl Melotte   22  1348, HD 285348, HD  41076, HD  25152, *  39 UMa, HD  25175, V* V642 Tau, HD 285876, HD 283066, Cl Melotte   22   885"
561,20160227,"HD  50931, HD  23258, BD-07  4003, HD  87141, HD  46223, HD  89239, HD 143187, *  21 Tau, AC +56 43797, *  39 UMa, HD  99966, HD  53205, HD  46150, * g Her, HD  71906, BD+20  2465, V* VV UMa, HD 133772, * tau Her, G  51-15, HD 131951, V* EK Boo, VB  8, HD  95735, HD 102328, * h Tau"
562,20210215,"HD 112305, TYC 8534-1243-1, WR  77i, HD 148825, NGC  5139  3812, HD  37781, HD 149070, HD 160263, RAFGL 5385, HD 118878, CD-28  9374, HD 159008, HD 109860, CD-49 11554, HD  49855, HD 108177, HD  52493, UCAC2   7201471, * mu. Nor, HIP 83541, HD 109443, HD 106922, HD 151966"
563,20210501,"HD 182110, BMB 300, LS 5112, HD 124683, OGLE BLG-LPV-137734, CD-46  9495, HD 128726, HD 123949, HD 164911, HD 139129, HD 164108, V* CR Cir"
564,20140713,"HD 219485, Elia 2-24, EM* AS  320, WR 120bc, 2MASS J22385287+7511235, gam Oph, HD 155379, V* GK Boo, HD 165029, INTEGRAL1 111"
565,20170511,"HD 196133, HD  71906, HD 101369, HD 172728, HD 142883, HD 145217, HD 145127, RIK 229, G 194-18, PM J08143+6304"
566,20181113,"[MGM2012] 399, HD  35187, V* R Mon, EM* LkHA  341, HR 2250, [MGM2012] 225, [MGM2012] 641, EM* LkHA   25, HR 1558, HR 2584, [MGM2012] 847, 7 Tri, V* RR Tau"
567,20181124,"HD 193793, Cl* IC  348    LRL      31, IRAS 05329-0505, IRAS 05350-0700, IRAS 03407+3152, HD   1561, V* V830 Tau, HD  25152, V* V1647 Ori, HD  20911, HD  22401, HD  23603"
568,20201204,"HD  24584, 2MASS J04232720+1115174, 2MASS J08325907+1718235, HD  58383"
569,20201227,"HD  56719, RAFGL 5223, CD-44  3318, HD  39421, V* V350 Ori, HD  57664"
570,20160324,"Trumpler 5, V* V1003 Oph, *  10 Boo, HD 145120, Cl* NGC 2682 SAND 1072, * f01 Ori, Cl* NGC 2682 SAND 1479, HD 148968, * eta Hya, HD  51845, *  19 Mon, * sig Her"
571,20150702,"HD 147196, Elia 2-29, V* V866 Sco, HD 145188, Wolf 1130, 2MASS J16250692-2350502, 2MASS J16235554-2342108, NTTS 155808-2219, HD 205314, 2MASS J16442932-2415555"
572,20210129,"HD  45357, HD  91398, 2MASS J06061342-0337082, HIP 51297"
573,20140708,"HD 144579B, HD 140283, *  74 Psc B, V* GU Psc, HD 171296, HD 319139, PM J00194+4614, HD 148968, HD 219290, HD  95735, HD 143187, *  74 Psc A"
574,20140707,"G 145-11, HD 164595B, BD+31  3330B, HD 192538, L 1288-4, * mu.02 Her, * alf Lyr"
575,20171201,"2MASS J19185353+4128369, HD  71906, HD  63586, HR 1234, 2MASSI J0825196+211552, *  39 UMa, 2MASSI J0443376+000205, 2MASS J10224821+5825453, [BHS98] MHO 9, HR 8358, HR 1237, 2MASS J19222575+4453496, HD  34317, 2MASS J19523217+4758463, HD 184787, FU Tau A, Cl* IC 348 LRL 37, 2MASS J08575849+5708514, HD 213013A"
576,20190410,"HD 193793, HD 144925, mu. Ser, IRAS 16285-2355, WR 112, * p05 Leo, HR 5332, HD 163336, MR  80, V* V805 Tau, V* V866 Sco, RAFGL 2179, 86 UMa, WR  98a, HD 145127, HR 1724, V* UZ Sex"
577,20181223,"V* GI Tau, BD+02  1729, EM* LkCa   15, V* IQ Tau, V* V830 Tau, V* V827 Tau, V* V1023 Tau, V* GM Tau, V* AA Tau, V* HL Tau, * k Tau, V* DK Tau, V* CI Tau, HD  19600, Haro 6-28, L 1551-51, V* DM Tau"
578,20181020,"HD 199305, PM J22114+4059, HD 275122, HD 208108, HD 208180, HD 17224, BD+47   612, HD 22859, HD 31069, G  96-45, HD 202025, V* YZ Cet, V* EV Lac, HD 219290, HD  25175, HD 205314, Ross  775"
579,20160229,"BD-07  3477, * mu. Ser, EM* MWC  560, HD   9900, HD  89239, HD 143187, HD  43583, * kap CrB, *  46 UMa, HD  36917, HD  10006, HD  13379, * g Her, *  47 UMa, HD 335675, HD  35929, HD 101060, V* VV UMa, V* BU CMi, HD 161796, * eps Vir, HD 165029, V* S UMa, * omi Vir, HD  45137, V* RR UMi, HD  92787"
580,20180601,"alpha+, EM* SR 10, HD 160263, YLW 47, UCAC4 312-085792, LHA 115-S   6, HD 145127, HD 159312, HD 163792, UScoCTIO   5, 2MASS J16303390-2428062, HD 203955, beta++, BD+13  2721, WSB 49, 2MASS J17502484-0016151, WSB 24, YLW 52"
581,20150414,"*  85 Gem, HD 145188, * b Vir, HD 125455, PM J08526+2818, PM J16254+5418, LP 423-31, PM J13314-0759W, HD  97101B, HD  97101, * 109 Vir, PM J11055+4331, HD  71906, HD 105388, PM J10143+2104, LSPM J0849+0329W, PM J16048+3909, HD 172728, HD  82191, BD+06  2986, V* V1151 Sco, HD 131977, PM J15204+0011, HD  95735, HD 125455B"
582,20180506,"*  65 Sgr, HD  95534, IRAS 19016-2330, HD 144399, RAFGL 6815S, Elia 2-21, IRAS 17245-3951, NAME Luhman 16, HD 159312, BD-13 5550, HD 145412, HD 155389"
583,20151201,"Cl* NGC 752 MMU 1, Cl* NGC 752 MMU 11, V* KK And, NAME Tamura 8, HD  37887, Elias 3-16, * chi Tau, Elias 3-13, Kim 1-59, Cl* NGC 752 MMU 3, HD  53205"
584,20170504,"*  85 Gem, GSS 32, HD  89239, LP   98-79, HD  79108, PM J12049+1728S, HD 152071, HD 145127, WSB 50, HD 147889, PM J12323+1210, HD 155379, HD 182761, Haro 1-17, BD+44  2051B, Elia 2-41, *  81 UMa, WLY 2-50, HD 349726, LSPM J0849+0329W, BKLT J162800-245340, HD 107655, Ross  730, PM J14244+6015S, G  51-15, BD+20  1790, WLY 1-64"
585,20140711,"EM* SR 3, *  29 Com, EM* SR 4, HD 155379"
586,20141019,"BD+13  4517, HD 339766, *  29 Vul"
587,20140709,"* q Her, BD+25  3173"
588,20150412,"HD  50931, HD  97371, Cl* NGC 2682 SAND 277, PM J10304+5559, HD  97334, HD  89239"
589,20161011,"V* CK Cnc, 2MASSW J0015447+351603, HR  1683, HR  2250, BD+20  1790, HR  1234, *  29 Vul, Cl* NGC 188 PKM 4970"
590,20161213,"V* V1309 Tau, HD  26736, StKM 1-497, V* V827 Tau, V* V1023 Tau, HD  25175, V* BW Ari, HD  19600"
591,20170910,"GSC 01270-00355, BD+02  1729, HD  26257, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, 2MASS J04542368+1709534, V* V1023 Tau, 2MASS J03463777+2444517, HD  25175, V* BW Ari, V* CI Tau, HD  19600, * k Tau, V* V814 Tau, HR 1367, L 1551-51"
592,20171011,"V* FX Tau, HD  26257, HD  31411, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, V* FS Tau, V* FV Tau, V* V1023 Tau, V* HO Tau, FV Tau c, V* BW Ari, HD  25175, V* DK Tau, HD  19600, V* CI Tau, * k Tau, L 1551-51"
593,20181009,"HD  23258, JH 223, IRAS F04196+2638, * k Tau, 2MASS J04153916+2818586, [BCG93] 11"
594,20180112,"HD  26257, HD  31411, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, HD  29526, V* V1023 Tau, 2MASS J03463777+2444517, HD  25152, V* BW Ari, V* DK Tau, V* CI Tau, HD  19600, L 1551-51"
595,20170902,"2MASS J19153172+4032193, 2MASS J19010654+4802081, 2MASS J18535183+4831390, HD 169754, 2MASS J19140896+4105495, [MDM2001] CFHT-BD-Tau 18 A, 2MASS J18571511+4928568, 2MASS J19024921+3855353, 2MASS J18573925+4620340, 2MASS J18492298+4242400, HR 1234, [BHS98] MHO 3 A, HR 7018, HR 1039, k Tau, HR 7098, HD 184787, XEST 17-OM-059 A"
596,20160614,"HD 192538, KOI-368"
597,20190210,"V* V827 Tau, V* V1069 Tau, V* AA Tau, HD  25175, V* V830 Tau, V* DK Tau, L 1551-51"
598,20170704,"* rho Oph C, HD 182110, RIK 28, HD 145188, UCAC4 366-166973, [PGZ2001] J161118.1-175728, TRAPPIST-1, HD 144548, HD 152071"
599,20210313,"HD 169257, V* V479 Car, 2MASS J18311381-3221157, HD  74562, NAME Luhman 16B, HD  91140, HD 106922, NAME Luhman 16A, V* V1249 Cen"
600,20161005,"HD  23258, IRAS 04113+2758, HD  27761, HD 282971, V* V1312 Tau, 2MASS J03470141+2329419, V* V827 Tau, V* GM Tau, BD-07  5988, L 1551-51, BD+23   551, V* V1098 Tau, HD 282972, StKM 1-497, HD  29526, V* V1023 Tau, V* CI Tau, V* V830 Tau, HD  25175, V* HV Tau, HD  23512, triton 06UT, HD  27787, V* V999 Tau, Cl Melotte   22  2366, HD 282973"
601,20181117,"V* V351 Ori, HR 123, HD 23603, V* V1247 Ori, HD 22401, HR 1578, EM* LkHA  338, EM* LkHA  339, HD  46060, [MGM2012] 483, HD 53205, HD 287823, [MGM2012] 223, [MGM2012] 434"
602,20150723,"*   4 Aql, [SVS76] Ser 9, HD   3574, *   4 Sgr, Elia 2-35, *   5 Vul, HD 223386"
603,20200210,"HD  50931, HD  48481, HD 147009, UScoCTIO  59, HD  46426, 2MASS J06502136-2127458, HD 107265, TWA 28, HD  94741, TWA 29"
604,20210425,"HD 188230, [DBG2011] 6, HD 162520, HD 174551, HD 143248, THA 15-33, 2MASS J18092970-5430532, 2MASS J20004841-7523070, [DBG2011] 11, HD 222639, WRAY 15-1443, [DBG2011] 9, CD-60  8051, 2MASS J18471351-2808558, HD 143149, 2MASS J16230923-2417047"
605,20160713,"HD 182678, *  50 Lib, HD 124683, HD 218639, * gam Aqr, BD-15  6290, K2-33"
606,20201206,"CD-38  3220, ASAS J212528-8138.5, 2MASS J08305997-0035215, HD 195390, 2MASS J11531093-6230199, HD  98195, HD  66925"
607,20180524,"HD   1777, HD  95534, [KRL2007b] 194, BBRCG 21, [SKS95] 162300.0-241834, HD 210419, 1RXS J231318.1-493322, CD-45 14955B, UCAC4 312-085792, HD 159312, UCAC3 52-533, HD 203955, PM J01071-1935, UCAC4 051-000147, DENIS J161630.6-251220, HD 145127, HD 155389"
608,20160519,"RIK 100, EPIC 203710387, 2MASS J08312987+2024374, 2MASS J21073678-1304581, * c Oph, HD 203893, RIK 12, HD 145188, HD 163427, EPIC 203868608, HD  79108, HD 144548, RIK 210, HD 145127"
609,20171003,"BD+02  1729, HD  31743, HD  26257, 2MASS J04035084+2610531, 2MASS J04043936+2158186, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, 2MASS J04043984+2158215, NAME L 1642-2, V* V1023 Tau, HD  21379, HD 53205, V* BW Ari, V* DK Tau, HD  25175, HD  19600, * k Tau, L 1551-51"
610,20170905,"HD  26257, Cl* Melotte 22 PELS 163, V* V1309 Tau, HD  26736, V* V830 Tau, V* V827 Tau, V* V1023 Tau, V* BW Ari, HD  25175, V* CI Tau, HD  19600, * k Tau, HR 7098, V* AC Her, L 1551-51"
611,20160613,"Wa Oph 1, [GY92] 204, *  24 Oph, *  86 UMa, V* V1003 Oph, HD 157170, HD 238116, HD 219290, HD 144925"
612,20190322,"85 Gem, HD 284154, 2MASS J04051277+2007489, EM* AS  209, V* V866 Sco, HD 143187, HR 1237, 86 UMa, [BCG93] 9, HD 73687, HD 144925, UCAC4 530-048345"
613,20201109,HD 177120
614,20141010,"*  61 Cyg A, *  61 Cyg B, HD 192538, HD 196850, Wolf 1130"
